,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
65,600519.SH,20210924,1628.0,1719.98,1628.0,1694.0,1635.0,59.0,3.6086,69536.6,11756596.091
66,600519.SH,20210923,1638.0,1655.88,1625.08,1635.0,1637.69,-2.6900000000000546,-0.1643,30341.81,4964210.091
67,600519.SH,20210922,1658.83,1688.0,1635.0,1637.69,1686.0,-48.309999999999945,-2.8654,31743.0,5227723.003
68,600519.SH,20210917,1620.0,1705.6,1620.0,1686.0,1638.07,47.930000000000064,2.926,55130.25,9242101.552
69,600519.SH,20210916,1603.0,1644.0,1585.0,1638.07,1615.74,22.329999999999927,1.382,45968.02,7458455.126
70,600519.SH,20210915,1650.0,1660.0,1610.0,1615.74,1657.0,-41.25999999999999,-2.49,41570.05,6781755.393
71,600519.SH,20210914,1659.0,1683.0,1653.0,1657.0,1654.0,3.0,0.1814,33760.61,5638962.654
72,600519.SH,20210913,1665.0,1684.0,1640.1,1654.0,1662.58,-8.579999999999927,-0.5161,27720.02,4605031.711
73,600519.SH,20210910,1634.08,1668.8,1633.0,1662.58,1634.08,28.5,1.7441,33388.11,5528034.093
74,600519.SH,20210909,1626.0,1645.0,1624.01,1634.08,1633.1,0.9800000000000182,0.06,19950.13,3257785.762
75,600519.SH,20210908,1660.0,1671.18,1628.08,1633.1,1669.0,-35.90000000000009,-2.151,33063.67,5428265.636
76,600519.SH,20210907,1661.03,1684.48,1651.0,1669.0,1670.67,-1.6700000000000728,-0.1,31211.22,5204051.657
77,600519.SH,20210906,1649.0,1708.16,1626.15,1670.67,1658.22,12.450000000000045,0.7508,55338.06,9306030.671
78,600519.SH,20210903,1610.02,1659.79,1582.0,1658.22,1618.8,39.42000000000007,2.4351,52835.18,8631165.696
79,600519.SH,20210902,1632.99,1643.0,1600.89,1618.8,1622.01,-3.2100000000000364,-0.1979,42836.79,6939707.277
80,600519.SH,20210901,1559.0,1634.99,1531.1,1622.01,1558.0,64.00999999999999,4.1085,77316.1,12370243.405
81,600519.SH,20210831,1589.8,1616.35,1555.1,1558.0,1586.0,-28.0,-1.7654,43677.09,6888080.927
82,600519.SH,20210830,1605.0,1613.0,1545.95,1586.0,1596.03,-10.029999999999973,-0.6284,51587.7,8098190.333
83,600519.SH,20210827,1589.0,1625.0,1584.1,1596.03,1595.0,1.0299999999999727,0.0646,36095.45,5791426.192
84,600519.SH,20210826,1664.99,1664.99,1594.72,1595.0,1665.02,-70.01999999999998,-4.2054,54020.37,8722233.201
85,600519.SH,20210825,1647.64,1680.87,1643.0,1665.02,1625.18,39.83999999999992,2.4514,54238.9,9037626.406
86,600519.SH,20210824,1575.0,1642.55,1565.77,1625.18,1570.19,54.99000000000001,3.5021,72594.47,11703813.764
87,600519.SH,20210823,1537.88,1599.0,1536.77,1570.19,1548.0,22.190000000000055,1.4335,71597.2,11218832.883
88,600519.SH,20210820,1555.17,1597.55,1525.5,1548.0,1619.97,-71.97000000000003,-4.4427,114544.54,17825198.286
89,600519.SH,20210819,1622.22,1643.2,1600.0,1619.97,1620.0,-0.029999999999972715,-0.0019,41291.95,6682355.678
90,600519.SH,20210818,1624.66,1642.99,1600.0,1620.0,1635.0,-15.0,-0.9174,59970.26,9701556.273
91,600519.SH,20210817,1700.0,1700.0,1628.88,1635.0,1699.2,-64.20000000000005,-3.7782,61200.77,10140291.982
92,600519.SH,20210816,1696.0,1713.6,1685.08,1699.2,1700.04,-0.8399999999999181,-0.0494,28056.97,4773049.794
93,600519.SH,20210813,1690.0,1713.0,1679.0,1700.04,1690.0,10.039999999999964,0.5941,37904.52,6418412.544
94,600519.SH,20210812,1732.0,1749.0,1686.19,1690.0,1750.5,-60.5,-3.4562,47550.97,8130692.626
95,600519.SH,20210811,1780.01,1785.01,1750.01,1750.5,1799.0,-48.5,-2.6959,38662.59,6821292.779
96,600519.SH,20210810,1700.0,1802.88,1675.0,1799.0,1693.8,105.20000000000005,6.2109,83285.05,14549496.463
97,600519.SH,20210809,1651.0,1709.0,1650.0,1693.8,1671.0,22.799999999999955,1.3645,47697.75,8028155.49
98,600519.SH,20210806,1689.0,1694.01,1646.6,1671.0,1699.0,-28.0,-1.648,45686.1,7616109.615
99,600519.SH,20210805,1692.88,1745.0,1676.36,1699.0,1724.0,-25.0,-1.4501,48059.69,8177369.851
100,600519.SH,20210804,1734.06,1760.0,1718.0,1724.0,1749.3,-25.299999999999955,-1.4463,38175.49,6614683.378
101,600519.SH,20210803,1730.0,1768.99,1688.8,1749.3,1755.0,-5.7000000000000455,-0.3248,54374.75,9447823.227
102,600519.SH,20210802,1664.0,1755.98,1620.72,1755.0,1678.99,76.00999999999999,4.5271,97400.65,16515259.089
103,600519.SH,20210730,1725.0,1725.0,1657.76,1678.99,1749.79,-70.79999999999995,-4.0462,77735.89,13109725.032
104,600519.SH,20210729,1810.01,1823.0,1734.34,1749.79,1768.9,-19.110000000000127,-1.0803,63863.85,11299569.857
105,600519.SH,20210728,1703.0,1788.2,1682.12,1768.9,1712.89,56.00999999999999,3.2699,85368.84,14792470.948
106,600519.SH,20210727,1803.0,1810.0,1703.0,1712.89,1804.11,-91.2199999999998,-5.0562,86576.99,15230805.685
107,600519.SH,20210726,1879.0,1879.0,1780.0,1804.11,1900.0,-95.8900000000001,-5.0468,98619.48,17894360.803
108,600519.SH,20210723,1937.82,1937.82,1895.09,1900.0,1940.01,-40.00999999999999,-2.0624,47585.47,9057761.876
109,600519.SH,20210722,1960.0,1973.9,1938.96,1940.01,1969.0,-28.99000000000001,-1.4723,39090.47,7619076.855
110,600519.SH,20210721,1989.0,2006.0,1962.01,1969.0,1980.0,-11.0,-0.5556,29780.13,5902656.221
111,600519.SH,20210720,1975.0,1988.93,1961.41,1980.0,1975.0,5.0,0.2532,23475.21,4639300.956
112,600519.SH,20210719,1955.89,1986.0,1941.0,1975.0,1955.9,19.09999999999991,0.9765,30052.34,5900348.21
113,600519.SH,20210716,1980.0,1996.6,1950.0,1955.9,1997.99,-42.08999999999992,-2.1066,35407.64,6958296.859
114,600519.SH,20210715,1955.02,2013.0,1950.6,1997.99,1962.0,35.99000000000001,1.8344,42190.05,8391506.229
115,600519.SH,20210714,1974.0,1974.5,1945.0,1962.0,1982.9,-20.90000000000009,-1.054,30770.69,6011814.88
116,600519.SH,20210713,1968.0,2005.5,1965.0,1982.9,1961.0,21.90000000000009,1.1168,29924.71,5946287.259
117,600519.SH,20210712,1975.55,1998.78,1940.5,1961.0,1972.11,-11.1099999999999,-0.5634,39010.24,7658786.228
118,600519.SH,20210709,1964.52,1985.91,1945.0,1972.11,1985.0,-12.8900000000001,-0.6494,30907.9,6072340.993
119,600519.SH,20210708,2000.1,2004.0,1968.0,1985.0,2004.0,-19.0,-0.9481,35516.69,7027713.78
120,600519.SH,20210707,2010.0,2028.88,1999.01,2004.0,2012.9,-8.900000000000091,-0.4421,28122.12,5658210.73
121,600519.SH,20210706,1995.0,2014.0,1960.01,2012.9,1994.0,18.90000000000009,0.9478,35282.51,7015883.091
122,600519.SH,20210705,2000.0,2019.88,1985.0,1994.0,2013.0,-19.0,-0.9439,34420.95,6872797.768
123,600519.SH,20210702,2075.0,2075.0,2011.5,2013.0,2105.0,-92.0,-4.3705,46275.31,9388640.194
124,600519.SH,20210701,2059.97,2110.0,2031.6,2105.0,2056.7,48.30000000000018,2.3484,33701.24,6970730.878
125,600519.SH,20210630,2065.0,2074.0,2046.3,2056.7,2062.0,-5.300000000000182,-0.257,21915.66,4511484.217
126,600519.SH,20210629,2108.0,2115.0,2051.0,2062.0,2103.01,-41.01000000000022,-1.9501,33030.63,6835635.172
127,600519.SH,20210628,2100.0,2118.0,2073.0,2103.01,2092.0,11.010000000000218,0.5263,27452.42,5750241.214
128,600519.SH,20210625,2049.96,2109.0,2042.6,2092.0,2048.76,43.23999999999978,2.1105,35875.43,7459680.452
129,600519.SH,20210624,2020.9037,2060.5191,2002.0717,2048.6811,2018.9125,29.76859999999988,1.4745,31473.7,6452557.073
130,600519.SH,20210623,2060.5191,2063.491,2015.0986,2018.9125,2055.5362,-36.6237000000001,-1.7817,37079.01,7596735.684
131,600519.SH,20210622,2072.4067,2078.3505,2034.6537,2055.5362,2062.1438,-6.60759999999982,-0.3204,33228.18,6900830.616
132,600519.SH,20210621,2065.4723,2080.0247,2030.8001,2062.1438,2071.3567,-9.21289999999999,-0.4448,35488.26,7367986.471
133,600519.SH,20210618,2126.8916,2136.3026,2045.6596,2071.3567,2136.7088,-65.35210000000006,-3.0585,54028.21,11329180.836
134,600519.SH,20210617,2135.4606,2167.5076,2124.2764,2136.7088,2137.7886,-1.0797999999999774,-0.0505,21067.53,4558702.643
135,600519.SH,20210616,2171.4702,2174.4421,2127.8823,2137.7886,2172.4608,-34.672199999999975,-1.596,27593.15,5978924.528
136,600519.SH,20210615,2174.5411,2188.1921,2127.8823,2172.4608,2158.4037,14.057099999999991,0.6513,29361.3,6412821.567
137,600519.SH,20210611,2218.03,2222.9831,2158.4037,2158.4037,2217.5148,-59.11110000000008,-2.6656,33970.66,7513797.036
138,600519.SH,20210610,2174.4421,2230.2841,2169.5681,2217.5148,2178.8999,38.614900000000034,1.7722,25566.63,5707338.424
139,600519.SH,20210609,2171.4702,2193.2641,2139.8788,2178.8999,2170.4795,8.420399999999972,0.388,25502.35,5591378.817
140,600519.SH,20210608,2238.8333,2258.6361,2140.9091,2170.4795,2249.7303,-79.25080000000025,-3.5227,47313.63,10479943.156
141,600519.SH,20210607,2243.7865,2257.6553,2219.0305,2249.7303,2230.4129,19.31740000000036,0.8661,25466.27,5756592.694
142,600519.SH,20210604,2194.2547,2266.571,2193.3037,2230.4129,2201.4071,29.00579999999991,1.3176,31422.19,7058715.115
143,600519.SH,20210603,2199.2079,2239.1701,2189.3808,2201.4071,2201.1892,0.21790000000009968,0.0099,23450.31,5242453.019
144,600519.SH,20210602,2228.9269,2242.7958,2187.4986,2201.1892,2219.9617,-18.772500000000036,-0.8456,22862.77,5088908.384
145,600519.SH,20210601,2201.1892,2227.8868,2185.339,2219.9617,2197.2267,22.734999999999673,1.0347,30616.34,6832594.466
146,600519.SH,20210531,2194.7501,2197.5734,2151.6575,2197.2267,2209.1143,-11.88760000000002,-0.5381,31739.0,6960864.26
147,600519.SH,20210528,2219.9815,2228.9269,2184.8536,2209.1143,2223.9738,-14.859500000000025,-0.6682,25807.31,5741331.986
148,600519.SH,20210527,2190.312,2298.2713,2180.4849,2223.9738,2199.2079,24.76590000000033,1.1261,45373.38,10240368.98
149,600519.SH,20210526,2187.3005,2220.8037,2172.54,2199.2079,2173.9467,25.261199999999917,1.162,38604.2,8558038.174
150,600519.SH,20210525,2065.4723,2179.4943,2065.4723,2173.9467,2051.8907,122.05600000000004,5.9485,67756.95,14636718.75
151,600519.SH,20210524,2031.7907,2060.5786,2011.9781,2051.8907,2022.9741,28.916600000000017,1.4294,32548.08,6705879.397
152,600519.SH,20210521,2035.8325,2060.4003,2017.9417,2022.9741,2039.5969,-16.622800000000097,-0.815,24248.23,4976601.458
153,600519.SH,20210520,2054.5753,2054.6744,2026.2036,2039.5969,2029.8095,9.787399999999934,0.4822,21857.16,4500663.211
154,600519.SH,20210519,2039.7158,2055.3777,2020.8938,2029.8095,2040.0229,-10.213399999999865,-0.5007,22409.72,4606452.358
155,600519.SH,20210518,2045.6596,2057.5472,2025.9064,2040.0229,2038.6856,1.3372999999999138,0.0656,17504.28,3595891.742
156,600519.SH,20210517,2006.1333,2065.6704,2006.1333,2038.6856,1991.0261,47.65949999999998,2.3937,44524.0,9178509.985
157,600519.SH,20210514,1963.437,2011.4827,1957.4932,1991.0261,1953.0353,37.990800000000036,1.9452,35611.29,7150302.044
158,600519.SH,20210513,1947.3392,1966.4584,1934.7086,1953.0353,1965.4182,-12.382900000000063,-0.63,25077.51,4934954.969
159,600519.SH,20210512,1930.8253,1980.2778,1930.7461,1965.4182,1940.6524,24.765800000000127,1.2762,32698.87,6473203.286
160,600519.SH,20210511,1858.4298,1947.5868,1855.755,1940.6524,1861.4314,79.221,4.2559,42494.12,8209251.914
161,600519.SH,20210510,1882.205,1891.1207,1848.5333,1861.4314,1885.1769,-23.745499999999993,-1.2596,46003.18,8677753.608
162,600519.SH,20210507,1946.5962,1949.5483,1883.1956,1885.1769,1940.6524,-55.47550000000001,-2.8586,52493.39,10101703.446
163,600519.SH,20210506,1981.2684,1988.0443,1934.7086,1940.6524,1987.9849,-47.33249999999998,-2.3809,53546.14,10584968.907
164,600519.SH,20210430,2007.0249,2016.9312,1984.9436,1987.9849,2007.3815,-19.396600000000035,-0.9663,38401.37,7723747.038
165,600519.SH,20210429,2027.8678,2030.7407,1995.1373,2007.3815,2022.875,-15.49350000000004,-0.7659,41283.78,8370431.228
166,600519.SH,20210428,1991.1747,2028.3235,1984.2403,2022.875,2074.8239,-51.94889999999987,-2.5038,81342.95,16463574.637
167,600519.SH,20210427,2067.5328,2075.6263,2045.7488,2074.8239,2058.3596,16.464300000000094,0.7999,22107.85,4607779.002
168,600519.SH,20210426,2112.0321,2115.004,2054.1791,2058.3596,2089.1881,-30.828500000000076,-1.4756,34045.11,7160836.874
169,600519.SH,20210423,2036.7142,2100.0256,2033.2767,2089.1881,2036.2486,52.93949999999995,2.5999,33462.77,7002695.288
170,600519.SH,20210422,2070.3264,2079.3412,2032.2861,2036.2486,2060.5191,-24.270500000000084,-1.1779,26850.02,5539295.656
171,600519.SH,20210421,2056.5566,2078.1524,2045.7587,2060.5191,2075.1805,-14.661399999999958,-0.7065,26149.75,5446145.952
172,600519.SH,20210420,2051.7025,2109.0602,2050.6128,2075.1805,2068.4442,6.736300000000028,0.3257,28290.37,5949669.953
173,600519.SH,20210419,2035.7533,2078.7072,2013.9593,2068.4442,2035.7335,32.71069999999986,1.6068,31753.91,6610577.917
174,600519.SH,20210416,2006.1135,2048.6315,1993.156,2035.7335,1996.7223,39.011200000000144,1.9538,30293.7,6183895.054
175,600519.SH,20210415,2011.879,2027.7291,1971.3621,1996.7223,2027.8282,-31.10590000000002,-1.534,34366.21,6903769.49
176,600519.SH,20210414,2015.9406,2028.8188,1997.1185,2027.8282,2002.0717,25.75649999999996,1.2865,24114.65,4908790.023
177,600519.SH,20210413,2001.0811,2030.602,1990.1841,2002.0717,1990.0751,11.996599999999944,0.6028,28992.15,5883787.293
178,600519.SH,20210412,1992.1654,2010.9874,1973.0461,1990.0751,2001.0811,-11.006000000000085,-0.55,31943.07,6409917.318
179,600519.SH,20210409,2022.875,2034.7626,1986.2315,2001.0811,2050.6128,-49.53169999999977,-2.4155,28808.86,5832453.812
180,600519.SH,20210408,2027.8579,2059.5285,2024.8563,2050.6128,2041.6971,8.915699999999788,0.4367,28547.62,5893307.514
181,600519.SH,20210407,2084.3538,2097.4698,2030.8001,2041.6971,2106.118,-64.42089999999985,-3.0588,40200.97,8317799.925
182,600519.SH,20210406,2140.7605,2141.7313,2082.6103,2106.118,2141.7511,-35.63310000000001,-1.6637,32741.77,6967525.037
183,600519.SH,20210402,2036.7439,2144.723,2036.7439,2141.7511,2025.3516,116.39949999999999,5.7471,52027.57,10981752.658
184,600519.SH,20210401,2002.0717,2027.6301,1982.477,2025.3516,1990.1841,35.16750000000002,1.767,26587.63,5379775.87
185,600519.SH,20210331,2025.946,2026.8574,1981.2684,1990.1841,2036.7934,-46.609300000000076,-2.2884,37154.41,7489086.233
186,600519.SH,20210330,2020.8938,2066.4629,2016.0198,2036.7934,2015.049,21.74440000000004,1.0791,32626.97,6717493.35
187,600519.SH,20210329,2024.0638,2076.716,2007.1735,2015.049,1994.1466,20.902399999999943,1.0482,56992.2,11740129.413
188,600519.SH,20210326,1966.4089,2003.0623,1939.6618,1994.1466,1952.54,41.60660000000007,2.1309,50016.42,9987629.444
189,600519.SH,20210325,1951.5593,1970.2525,1928.5667,1952.54,1970.3714,-17.83140000000003,-0.905,31575.23,6216733.244
190,600519.SH,20210324,1962.4463,1994.1466,1962.4463,1970.3714,1977.3059,-6.934500000000071,-0.3507,29357.39,5857848.16
191,600519.SH,20210323,1980.1589,1989.986,1951.5494,1977.3059,1971.3521,5.953800000000001,0.302,27446.19,5459520.703
192,600519.SH,20210322,1981.3675,2007.114,1937.2347,1971.3521,1991.1747,-19.822599999999966,-0.9955,36914.07,7323391.311
193,600519.SH,20210319,2015.9406,2023.8657,1973.5712,1991.1747,2050.3156,-59.140899999999874,-2.8845,35780.77,7211521.835
194,600519.SH,20210318,2015.9406,2066.8196,2015.9406,2050.3156,2011.3441,38.97149999999988,1.9376,33864.88,6997030.294
195,600519.SH,20210317,1981.2684,2030.8001,1957.5031,2011.3441,1991.6701,19.673999999999978,0.9878,31374.91,6352656.523
196,600519.SH,20210316,1956.4332,2001.0712,1946.5962,1991.6701,1956.9483,34.72180000000003,1.7743,34648.5,6918600.717
197,600519.SH,20210315,2030.8001,2050.4147,1932.8759,1956.9483,2007.0249,-50.07659999999987,-2.4951,62484.87,12459955.712
198,600519.SH,20210312,2050.6128,2057.5472,1983.2596,2007.0249,2028.8188,-21.79390000000012,-1.0742,40322.51,8181594.631
199,600519.SH,20210311,1956.5025,2060.5092,1943.1092,2028.8188,1951.5593,77.25950000000012,3.9589,56768.97,11521736.384
200,600519.SH,20210310,1958.4838,1981.1396,1948.5775,1951.5593,1918.8485,32.710799999999836,1.7047,51171.74,10136910.284
201,600519.SH,20210309,1936.6899,1981.2684,1882.3833,1918.8485,1941.643,-22.79449999999997,-1.174,82265.81,16100769.579
202,600519.SH,20210308,2055.5263,2065.4723,1941.643,1941.643,2040.8154,-99.17239999999993,-4.8594,63099.59,12724245.99
203,600519.SH,20210305,1981.2684,2075.3786,1969.3808,2040.8154,2013.9593,26.85609999999997,1.3335,63779.2,13100315.985
204,600519.SH,20210304,2075.3786,2076.3693,1991.2738,2013.9593,2119.9572,-105.99789999999985,-5.0,65088.29,13297304.316
205,600519.SH,20210303,2020.8938,2129.6357,2013.9593,2119.9572,2038.7252,81.23199999999974,3.9845,54215.46,11366685.429
206,600519.SH,20210302,2159.5826,2159.5826,2013.9593,2038.7252,2137.7886,-99.06339999999977,-4.6339,70764.5,14796698.646
207,600519.SH,20210301,2158.5919,2158.5919,2100.1445,2137.7886,2102.8985,34.890100000000075,1.6591,44916.26,9686945.529
208,600519.SH,20210226,2080.3318,2159.533,2047.9381,2102.8985,2129.8635,-26.965000000000146,-1.266,66525.06,14097015.494
209,600519.SH,20210225,2188.3109,2203.6658,2101.3432,2129.8635,2168.4983,-38.63480000000027,-1.7816,59726.43,12982145.755
210,600519.SH,20210224,2286.3738,2296.2901,2140.2652,2168.4983,2285.3931,-116.89479999999958,-5.1149,82115.78,18195034.445
211,600519.SH,20210223,2243.9251,2322.9282,2243.7865,2285.3931,2266.5909,18.80219999999963,0.8295,57454.6,13316110.795
212,600519.SH,20210222,2432.007,2432.007,2256.8826,2266.5909,2436.9601,-170.36919999999964,-6.9911,78935.47,18498777.223
213,600519.SH,20210219,2428.2029,2473.2768,2359.2944,2436.9601,2447.8571,-10.89700000000039,-0.4452,59385.46,14525164.525
214,600519.SH,20210218,2563.7415,2603.2678,2441.9133,2447.8571,2576.6396,-128.7824999999998,-4.9981,65912.32,16704135.269
215,600519.SH,20210210,2461.726,2576.8377,2461.726,2576.6396,2433.4236,143.2159999999999,5.8854,61370.57,15675929.714
216,600519.SH,20210209,2346.6143,2433.4236,2327.9904,2433.4236,2346.6143,86.8092999999999,3.6993,33296.55,7972930.045
217,600519.SH,20210208,2315.1121,2356.5999,2291.3369,2346.6143,2291.3369,55.2774000000004,2.4125,35785.73,8420758.625
218,600519.SH,20210205,2303.2245,2342.4536,2269.5429,2291.3369,2299.1134,-7.7765000000003965,-0.3382,39729.06,9253566.205
